accession	reference	antibiotic	mic	mic_numeric
SRR11725025	Reimche2023	cefixime	0.015	0.015
SRR11725025	Reimche2023	ceftriaxone	0.008	0.008
SRR11725025	Reimche2023	ciprofloxacin	8	8
SRR11725025	Reimche2023	gentamicin	16	16
SRR11725025	Reimche2023	penicillin	1	1
SRR11725025	Reimche2023	tetracycline	2	2
SRR11725024	Reimche2023	azithromycin	0.03	0.03
SRR11725024	Reimche2023	cefixime	0.015	0.015
SRR11725024	Reimche2023	ceftriaxone	0.008	0.008
SRR11725024	Reimche2023	ciprofloxacin	0.004	0.004
SRR11725024	Reimche2023	gentamicin	8	8
SRR11725024	Reimche2023	penicillin	0.06	0.06
SRR11725024	Reimche2023	tetracycline	0.5	0.5
SRR11725022	Reimche2023	azithromycin	0.125	0.125
SRR11725022	Reimche2023	cefixime	0.03	0.03
SRR11725022	Reimche2023	ceftriaxone	0.015	0.015
SRR11725022	Reimche2023	ciprofloxacin	0.004	0.004
SRR11725022	Reimche2023	gentamicin	16	16
SRR11725022	Reimche2023	penicillin	0.5	0.5
SRR11725022	Reimche2023	tetracycline	0.5	0.5
SRR11724280	Reimche2023	azithromycin	0.125	0.125
SRR11724280	Reimche2023	cefixime	0.03	0.03
SRR11724280	Reimche2023	ceftriaxone	0.015	0.015
SRR11724280	Reimche2023	ciprofloxacin	0.004	0.004
SRR11724280	Reimche2023	gentamicin	8	8
SRR11724280	Reimche2023	penicillin	0.5	0.5
SRR11724280	Reimche2023	tetracycline	0.5	0.5
SRR11724279	Reimche2023	azithromycin	0.06	0.06
SRR11724279	Reimche2023	cefixime	0.015	0.015
SRR11724279	Reimche2023	ceftriaxone	0.008	0.008
SRR11724279	Reimche2023	ciprofloxacin	4	4
SRR11724279	Reimche2023	gentamicin	4	4
SRR11724279	Reimche2023	penicillin	0.5	0.5
SRR11724279	Reimche2023	tetracycline	0.25	0.25
SRR11724274	Reimche2023	azithromycin	0.125	0.125
SRR11724274	Reimche2023	cefixime	0.03	0.03
SRR11724274	Reimche2023	ceftriaxone	0.015	0.015
SRR11724274	Reimche2023	ciprofloxacin	4	4
SRR11724274	Reimche2023	gentamicin	8	8
SRR11724274	Reimche2023	penicillin	0.5	0.5
SRR11724274	Reimche2023	tetracycline	0.5	0.5
SRR11724273	Reimche2023	azithromycin	0.25	0.25
SRR11724273	Reimche2023	cefixime	0.03	0.03
SRR11724273	Reimche2023	ceftriaxone	0.008	0.008
SRR11724273	Reimche2023	ciprofloxacin	0.03	0.03
SRR11724273	Reimche2023	gentamicin	16	16
SRR11724273	Reimche2023	penicillin	64	64
SRR11724273	Reimche2023	tetracycline	2	2
SRR11724272	Reimche2023	azithromycin	0.125	0.125
SRR11724272	Reimche2023	cefixime	0.125	0.125
SRR11724272	Reimche2023	ceftriaxone	0.06	0.06
SRR11724272	Reimche2023	ciprofloxacin	0.004	0.004
SRR11724272	Reimche2023	gentamicin	4	4
SRR11724272	Reimche2023	penicillin	1	1
SRR11724272	Reimche2023	tetracycline	0.5	0.5
SRR11728121	Reimche2023	azithromycin	2	2
SRR11728121	Reimche2023	cefixime	0.03	0.03
SRR11728121	Reimche2023	ceftriaxone	0.015	0.015
SRR11728121	Reimche2023	ciprofloxacin	0.008	0.008
SRR11728121	Reimche2023	gentamicin	16	16
SRR11728121	Reimche2023	penicillin	0.25	0.25
SRR11728121	Reimche2023	tetracycline	2	2
SRR12612654	Reimche2023	azithromycin	0.125	0.125
SRR12612654	Reimche2023	cefixime	0.03	0.03
SRR12612654	Reimche2023	ceftriaxone	0.015	0.015
SRR12612654	Reimche2023	ciprofloxacin	4	4
SRR12612654	Reimche2023	gentamicin	4	4
SRR12612654	Reimche2023	penicillin	0.5	0.5
SRR12612654	Reimche2023	tetracycline	1	1
SRR12612653	Reimche2023	azithromycin	0.125	0.125
SRR12612653	Reimche2023	cefixime	0.015	0.015
SRR12612653	Reimche2023	ceftriaxone	0.008	0.008
SRR12612653	Reimche2023	ciprofloxacin	4	4
SRR12612653	Reimche2023	gentamicin	8	8
SRR12612653	Reimche2023	penicillin	0.5	0.5
SRR12612653	Reimche2023	tetracycline	1	1
SRR12612659	Reimche2023	azithromycin	1	1
SRR12612659	Reimche2023	cefixime	0.015	0.015
SRR12612659	Reimche2023	ceftriaxone	0.015	0.015
SRR12612659	Reimche2023	ciprofloxacin	0.004	0.004
SRR12612659	Reimche2023	gentamicin	8	8
SRR12612659	Reimche2023	penicillin	0.25	0.25
SRR12612659	Reimche2023	tetracycline	1	1
SRR12612514	Reimche2023	azithromycin	0.06	0.06
SRR12612514	Reimche2023	cefixime	0.015	0.015
SRR12612514	Reimche2023	ceftriaxone	0.004	0.004
SRR12612514	Reimche2023	ciprofloxacin	0.004	0.004
SRR12612514	Reimche2023	gentamicin	4	4
SRR12612514	Reimche2023	penicillin	0.125	0.125
SRR12612514	Reimche2023	tetracycline	0.5	0.5
SRR16644457	Reimche2023	azithromycin	0.25	0.25
SRR16644457	Reimche2023	cefixime	0.06	0.06
SRR16644457	Reimche2023	ceftriaxone	0.03	0.03
SRR16644457	Reimche2023	ciprofloxacin	0.008	0.008
SRR16644457	Reimche2023	gentamicin	2	2
SRR16644457	Reimche2023	penicillin	0.5	0.5
SRR16644457	Reimche2023	tetracycline	1	1
SRR16644654	Reimche2023	azithromycin	0.125	0.125
SRR16644654	Reimche2023	cefixime	0.015	0.015
SRR16644654	Reimche2023	ceftriaxone	0.004	0.004
SRR16644654	Reimche2023	ciprofloxacin	0.004	0.004
SRR16644654	Reimche2023	gentamicin	4	4
SRR16644654	Reimche2023	penicillin	0.25	0.25
SRR16644654	Reimche2023	tetracycline	0.5	0.5
SRR16644144	Reimche2023	azithromycin	0.125	0.125
SRR16644144	Reimche2023	cefixime	0.03	0.03
SRR16644144	Reimche2023	ceftriaxone	0.008	0.008
SRR16644144	Reimche2023	ciprofloxacin	0.004	0.004
SRR16644144	Reimche2023	gentamicin	8	8
SRR16644144	Reimche2023	penicillin	0.125	0.125
SRR16644144	Reimche2023	tetracycline	64	64
SRR16644154	Reimche2023	azithromycin	0.25	0.25
SRR16644154	Reimche2023	cefixime	0.015	0.015
SRR16644154	Reimche2023	ceftriaxone	0.004	0.004
SRR16644154	Reimche2023	ciprofloxacin	8	8
SRR16644154	Reimche2023	gentamicin	8	8
SRR16644154	Reimche2023	penicillin	0.5	0.5
SRR16644154	Reimche2023	tetracycline	2	2
SRR16644339	Reimche2023	azithromycin	0.25	0.25
SRR16644339	Reimche2023	cefixime	0.015	0.015
SRR16644339	Reimche2023	ceftriaxone	0.008	0.008
SRR16644339	Reimche2023	ciprofloxacin	4	4
SRR16644339	Reimche2023	gentamicin	8	8
SRR16644339	Reimche2023	penicillin	1	1
SRR16644339	Reimche2023	tetracycline	1	1
SRR16644338	Reimche2023	azithromycin	0.125	0.125
SRR16644338	Reimche2023	cefixime	0.015	0.015
SRR16644338	Reimche2023	ceftriaxone	0.008	0.008
SRR16644338	Reimche2023	ciprofloxacin	4	4
SRR16644338	Reimche2023	gentamicin	4	4
SRR16644338	Reimche2023	penicillin	32	32
SRR16644338	Reimche2023	tetracycline	0.5	0.5
SRR16644337	Reimche2023	azithromycin	0.06	0.06
SRR16644337	Reimche2023	cefixime	0.015	0.015
SRR16644337	Reimche2023	ceftriaxone	0.008	0.008
SRR16644337	Reimche2023	ciprofloxacin	0.004	0.004
SRR16644337	Reimche2023	gentamicin	8	8
SRR16644337	Reimche2023	penicillin	0.25	0.25
SRR16644337	Reimche2023	tetracycline	32	32
SRR16644335	Reimche2023	azithromycin	0.25	0.25
SRR16644335	Reimche2023	cefixime	0.015	0.015
SRR16644335	Reimche2023	ceftriaxone	0.008	0.008
SRR16644335	Reimche2023	ciprofloxacin	2	2
SRR16644335	Reimche2023	gentamicin	4	4
SRR16644335	Reimche2023	penicillin	64	64
SRR16644335	Reimche2023	tetracycline	1	1
SRR16644186	Reimche2023	azithromycin	0.25	0.25
SRR16644186	Reimche2023	cefixime	0.015	0.015
SRR16644186	Reimche2023	ceftriaxone	0.008	0.008
SRR16644186	Reimche2023	ciprofloxacin	4	4
SRR16644186	Reimche2023	gentamicin	8	8
SRR16644186	Reimche2023	penicillin	1	1
SRR16644186	Reimche2023	tetracycline	1	1
SRR16644185	Reimche2023	azithromycin	0.5	0.5
SRR16644185	Reimche2023	cefixime	0.015	0.015
SRR16644185	Reimche2023	ceftriaxone	0.008	0.008
SRR16644185	Reimche2023	ciprofloxacin	0.004	0.004
SRR16644185	Reimche2023	gentamicin	8	8
SRR16644185	Reimche2023	penicillin	0.25	0.25
SRR16644185	Reimche2023	tetracycline	1	1
SRR16644184	Reimche2023	azithromycin	0.125	0.125
SRR16644184	Reimche2023	cefixime	0.03	0.03
SRR16644184	Reimche2023	ceftriaxone	0.015	0.015
SRR16644184	Reimche2023	ciprofloxacin	4	4
SRR16644184	Reimche2023	gentamicin	4	4
SRR16644184	Reimche2023	penicillin	0.25	0.25
SRR16644184	Reimche2023	tetracycline	1	1
SRR16644677	Reimche2023	azithromycin	0.25	0.25
SRR16644677	Reimche2023	cefixime	0.015	0.015
SRR16644677	Reimche2023	ceftriaxone	0.008	0.008
SRR16644677	Reimche2023	ciprofloxacin	0.004	0.004
SRR16644677	Reimche2023	gentamicin	8	8
SRR16644677	Reimche2023	penicillin	0.25	0.25
SRR16644677	Reimche2023	tetracycline	1	1
SRR16644248	Reimche2023	azithromycin	0.06	0.06
SRR16644248	Reimche2023	cefixime	0.015	0.015
SRR16644248	Reimche2023	ceftriaxone	0.008	0.008
SRR16644248	Reimche2023	ciprofloxacin	4	4
SRR16644248	Reimche2023	gentamicin	4	4
SRR16644248	Reimche2023	penicillin	0.25	0.25
SRR16644248	Reimche2023	tetracycline	1	1
SRR16644247	Reimche2023	azithromycin	0.125	0.125
SRR16644247	Reimche2023	cefixime	0.008	0.008
SRR16644247	Reimche2023	ceftriaxone	0.008	0.008
SRR16644247	Reimche2023	ciprofloxacin	0.004	0.004
SRR16644247	Reimche2023	gentamicin	4	4
SRR16644247	Reimche2023	penicillin	0.25	0.25
SRR16644247	Reimche2023	tetracycline	0.25	0.25
SRR16644246	Reimche2023	azithromycin	0.03	0.03
SRR16644246	Reimche2023	cefixime	0.008	0.008
SRR16644246	Reimche2023	ceftriaxone	0.004	0.004
SRR16644246	Reimche2023	ciprofloxacin	4	4
SRR16644246	Reimche2023	gentamicin	8	8
SRR16644246	Reimche2023	penicillin	0.25	0.25
SRR16644246	Reimche2023	tetracycline	0.5	0.5
SRR16644676	Reimche2023	azithromycin	1	1
SRR16644676	Reimche2023	cefixime	0.015	0.015
SRR16644676	Reimche2023	ceftriaxone	0.008	0.008
SRR16644676	Reimche2023	ciprofloxacin	0.004	0.004
SRR16644676	Reimche2023	gentamicin	8	8
SRR16644676	Reimche2023	penicillin	0.25	0.25
SRR16644676	Reimche2023	tetracycline	1	1
SRR16644598	Reimche2023	azithromycin	0.125	0.125
SRR16644598	Reimche2023	cefixime	0.015	0.015
SRR16644598	Reimche2023	ceftriaxone	0.008	0.008
SRR16644598	Reimche2023	ciprofloxacin	0.004	0.004
SRR16644598	Reimche2023	gentamicin	8	8
SRR16644598	Reimche2023	penicillin	0.5	0.5
SRR16644598	Reimche2023	tetracycline	0.25	0.25
SRR16644593	Reimche2023	azithromycin	0.5	0.5
SRR16644593	Reimche2023	cefixime	0.03	0.03
SRR16644593	Reimche2023	ceftriaxone	0.03	0.03
SRR16644593	Reimche2023	ciprofloxacin	4	4
SRR16644593	Reimche2023	gentamicin	8	8
SRR16644593	Reimche2023	penicillin	0.5	0.5
SRR16644593	Reimche2023	tetracycline	1	1
SRR16644249	Reimche2023	azithromycin	0.5	0.5
SRR16644249	Reimche2023	cefixime	0.03	0.03
SRR16644249	Reimche2023	ceftriaxone	0.008	0.008
SRR16644249	Reimche2023	ciprofloxacin	0.004	0.004
SRR16644249	Reimche2023	gentamicin	8	8
SRR16644249	Reimche2023	penicillin	0.25	0.25
SRR16644249	Reimche2023	tetracycline	1	1
SRR16644475	Reimche2023	azithromycin	0.25	0.25
SRR16644475	Reimche2023	cefixime	0.015	0.015
SRR16644475	Reimche2023	ceftriaxone	0.008	0.008
SRR16644475	Reimche2023	ciprofloxacin	4	4
SRR16644475	Reimche2023	gentamicin	8	8
SRR16644475	Reimche2023	penicillin	0.5	0.5
SRR16644475	Reimche2023	tetracycline	0.5	0.5
SRR16644426	Reimche2023	azithromycin	0.06	0.06
SRR16644426	Reimche2023	cefixime	0.015	0.015
SRR16644426	Reimche2023	ceftriaxone	0.008	0.008
SRR16644426	Reimche2023	ciprofloxacin	0.004	0.004
SRR16644426	Reimche2023	gentamicin	8	8
SRR16644426	Reimche2023	penicillin	0.25	0.25
SRR16644426	Reimche2023	tetracycline	0.25	0.25
SRR16644425	Reimche2023	azithromycin	0.125	0.125
SRR16644425	Reimche2023	cefixime	0.015	0.015
SRR16644425	Reimche2023	ceftriaxone	0.008	0.008
SRR16644425	Reimche2023	ciprofloxacin	0.004	0.004
SRR16644425	Reimche2023	gentamicin	4	4
SRR16644425	Reimche2023	penicillin	0.25	0.25
SRR16644425	Reimche2023	tetracycline	0.125	0.125
SRR16644044	Reimche2023	azithromycin	0.125	0.125
SRR16644044	Reimche2023	cefixime	0.015	0.015
SRR16644044	Reimche2023	ceftriaxone	0.015	0.015
SRR16644044	Reimche2023	ciprofloxacin	0.004	0.004
SRR16644044	Reimche2023	gentamicin	4	4
SRR16644044	Reimche2023	penicillin	1	1
SRR16644044	Reimche2023	tetracycline	0.25	0.25
SRR16644022	Reimche2023	azithromycin	1	1
SRR16644022	Reimche2023	cefixime	0.015	0.015
SRR16644022	Reimche2023	ceftriaxone	0.015	0.015
SRR16644022	Reimche2023	ciprofloxacin	4	4
SRR16644022	Reimche2023	gentamicin	8	8
SRR16644022	Reimche2023	penicillin	1	1
SRR16644022	Reimche2023	tetracycline	0.5	0.5
SRR16644021	Reimche2023	azithromycin	0.125	0.125
SRR16644021	Reimche2023	cefixime	0.015	0.015
SRR16644021	Reimche2023	ceftriaxone	0.015	0.015
SRR16644021	Reimche2023	ciprofloxacin	8	8
SRR16644021	Reimche2023	gentamicin	8	8
SRR16644021	Reimche2023	penicillin	1	1
SRR16644021	Reimche2023	tetracycline	1	1
SRR16644020	Reimche2023	azithromycin	0.5	0.5
SRR16644020	Reimche2023	cefixime	0.015	0.015
SRR16644020	Reimche2023	ceftriaxone	0.015	0.015
SRR16644020	Reimche2023	ciprofloxacin	0.008	0.008
SRR16644020	Reimche2023	gentamicin	8	8
SRR16644020	Reimche2023	penicillin	0.5	0.5
SRR16644020	Reimche2023	tetracycline	2	2
SRR16999523	Reimche2023	azithromycin	0.25	0.25
SRR16999523	Reimche2023	cefixime	0.015	0.015
SRR16999523	Reimche2023	ceftriaxone	0.008	0.008
SRR16999523	Reimche2023	ciprofloxacin	4	4
SRR16999523	Reimche2023	gentamicin	8	8
SRR16999523	Reimche2023	penicillin	1	1
SRR16999523	Reimche2023	tetracycline	1	1
SRR16999522	Reimche2023	azithromycin	0.125	0.125
SRR16999522	Reimche2023	cefixime	0.008	0.008
SRR16999522	Reimche2023	ceftriaxone	0.004	0.004
SRR16999522	Reimche2023	ciprofloxacin	0.004	0.004
SRR16999522	Reimche2023	gentamicin	4	4
SRR16999522	Reimche2023	penicillin	0.25	0.25
SRR16999522	Reimche2023	tetracycline	0.125	0.125
SRR16999498	Reimche2023	azithromycin	0.25	0.25
SRR16999498	Reimche2023	cefixime	0.015	0.015
SRR16999498	Reimche2023	ceftriaxone	0.008	0.008
SRR16999498	Reimche2023	ciprofloxacin	0.004	0.004
SRR16999498	Reimche2023	gentamicin	8	8
SRR16999498	Reimche2023	penicillin	0.25	0.25
SRR16999498	Reimche2023	tetracycline	0.5	0.5
SRR16999497	Reimche2023	azithromycin	1	1
SRR16999497	Reimche2023	cefixime	0.03	0.03
SRR16999497	Reimche2023	ceftriaxone	0.008	0.008
SRR16999497	Reimche2023	ciprofloxacin	0.004	0.004
SRR16999497	Reimche2023	gentamicin	1	1
SRR16999497	Reimche2023	penicillin	0.125	0.125
SRR16999497	Reimche2023	tetracycline	0.5	0.5
SRR16999496	Reimche2023	azithromycin	0.125	0.125
SRR16999496	Reimche2023	cefixime	0.03	0.03
SRR16999496	Reimche2023	ceftriaxone	0.008	0.008
SRR16999496	Reimche2023	ciprofloxacin	0.004	0.004
SRR16999496	Reimche2023	gentamicin	8	8
SRR16999496	Reimche2023	penicillin	0.03	0.03
SRR16999496	Reimche2023	tetracycline	1	1
SRR16999493	Reimche2023	azithromycin	0.25	0.25
SRR16999493	Reimche2023	cefixime	0.015	0.015
SRR16999493	Reimche2023	ceftriaxone	0.008	0.008
SRR16999493	Reimche2023	ciprofloxacin	4	4
SRR16999493	Reimche2023	gentamicin	8	8
SRR16999493	Reimche2023	penicillin	0.25	0.25
SRR16999493	Reimche2023	tetracycline	0.5	0.5
SRR16644550	Reimche2023	azithromycin	0.25	0.25
SRR16644550	Reimche2023	cefixime	0.008	0.008
SRR16644550	Reimche2023	ceftriaxone	0.004	0.004
SRR16644550	Reimche2023	ciprofloxacin	4	4
SRR16644550	Reimche2023	gentamicin	8	8
SRR16644550	Reimche2023	penicillin	32	32
SRR16644550	Reimche2023	tetracycline	0.5	0.5
SRR16644222	Reimche2023	azithromycin	0.06	0.06
SRR16644222	Reimche2023	cefixime	0.002	0.002
SRR16644222	Reimche2023	ceftriaxone	0.001	0.001
SRR16644222	Reimche2023	ciprofloxacin	0.004	0.004
SRR16644222	Reimche2023	gentamicin	8	8
SRR16644222	Reimche2023	penicillin	0.03	0.03
SRR16644222	Reimche2023	tetracycline	0.25	0.25
SRR16644061	Reimche2023	azithromycin	0.5	0.5
SRR16644061	Reimche2023	cefixime	0.008	0.008
SRR16644061	Reimche2023	ceftriaxone	0.004	0.004
SRR16644061	Reimche2023	ciprofloxacin	0.004	0.004
SRR16644061	Reimche2023	gentamicin	8	8
SRR16644061	Reimche2023	penicillin	0.125	0.125
SRR16644061	Reimche2023	tetracycline	0.5	0.5
SRR16644060	Reimche2023	azithromycin	0.25	0.25
SRR16644060	Reimche2023	cefixime	0.015	0.015
SRR16644060	Reimche2023	ceftriaxone	0.015	0.015
SRR16644060	Reimche2023	ciprofloxacin	0.004	0.004
SRR16644060	Reimche2023	gentamicin	8	8
SRR16644060	Reimche2023	penicillin	0.5	0.5
SRR16644060	Reimche2023	tetracycline	0.5	0.5
SRR16644090	Reimche2023	azithromycin	0.25	0.25
SRR16644090	Reimche2023	cefixime	0.015	0.015
SRR16644090	Reimche2023	ceftriaxone	0.008	0.008
SRR16644090	Reimche2023	ciprofloxacin	4	4
SRR16644090	Reimche2023	gentamicin	4	4
SRR16644090	Reimche2023	penicillin	0.5	0.5
SRR16644090	Reimche2023	tetracycline	0.25	0.25
SRR16644089	Reimche2023	azithromycin	0.125	0.125
SRR16644089	Reimche2023	cefixime	0.015	0.015
SRR16644089	Reimche2023	ceftriaxone	0.008	0.008
SRR16644089	Reimche2023	ciprofloxacin	0.004	0.004
SRR16644089	Reimche2023	gentamicin	8	8
SRR16644089	Reimche2023	penicillin	0.25	0.25
SRR16644089	Reimche2023	tetracycline	0.5	0.5
SRR16644088	Reimche2023	azithromycin	0.25	0.25
SRR16644088	Reimche2023	cefixime	0.004	0.004
SRR16644088	Reimche2023	ceftriaxone	0.001	0.001
SRR16644088	Reimche2023	ciprofloxacin	0.004	0.004
SRR16644088	Reimche2023	gentamicin	8	8
SRR16644088	Reimche2023	penicillin	0.06	0.06
SRR16644088	Reimche2023	tetracycline	0.125	0.125
SRR16644068	Reimche2023	azithromycin	2	2
SRR16644068	Reimche2023	cefixime	0.015	0.015
SRR16644068	Reimche2023	ceftriaxone	0.008	0.008
SRR16644068	Reimche2023	ciprofloxacin	4	4
SRR16644068	Reimche2023	gentamicin	8	8
SRR16644068	Reimche2023	penicillin	1	1
SRR16644068	Reimche2023	tetracycline	0.5	0.5
SRR16644086	Reimche2023	azithromycin	0.25	0.25
SRR16644086	Reimche2023	cefixime	0.015	0.015
SRR16644086	Reimche2023	ceftriaxone	0.008	0.008
SRR16644086	Reimche2023	ciprofloxacin	4	4
SRR16644086	Reimche2023	gentamicin	8	8
SRR16644086	Reimche2023	penicillin	1	1
SRR16644086	Reimche2023	tetracycline	0.5	0.5
SRR16643996	Reimche2023	azithromycin	0.125	0.125
SRR16643996	Reimche2023	cefixime	0.008	0.008
SRR16643996	Reimche2023	ceftriaxone	0.002	0.002
SRR16643996	Reimche2023	ciprofloxacin	0.004	0.004
SRR16643996	Reimche2023	gentamicin	8	8
SRR16643996	Reimche2023	penicillin	0.06	0.06
SRR16643996	Reimche2023	tetracycline	0.25	0.25
SRR16643994	Reimche2023	azithromycin	0.125	0.125
SRR16643994	Reimche2023	cefixime	0.03	0.03
SRR16643994	Reimche2023	ceftriaxone	0.015	0.015
SRR16643994	Reimche2023	ciprofloxacin	4	4
SRR16643994	Reimche2023	gentamicin	8	8
SRR16643994	Reimche2023	penicillin	0.5	0.5
SRR16643994	Reimche2023	tetracycline	0.5	0.5
SRR16644686	Reimche2023	azithromycin	0.06	0.06
SRR16644686	Reimche2023	cefixime	0.015	0.015
SRR16644686	Reimche2023	ceftriaxone	0.008	0.008
SRR16644686	Reimche2023	ciprofloxacin	0.004	0.004
SRR16644686	Reimche2023	gentamicin	8	8
SRR16644686	Reimche2023	penicillin	0.5	0.5
SRR16644686	Reimche2023	tetracycline	1	1
SRR16644685	Reimche2023	azithromycin	0.25	0.25
SRR16644685	Reimche2023	cefixime	0.002	0.002
SRR16644685	Reimche2023	ceftriaxone	0.002	0.002
SRR16644685	Reimche2023	ciprofloxacin	0.004	0.004
SRR16644685	Reimche2023	gentamicin	8	8
SRR16644685	Reimche2023	penicillin	0.06	0.06
SRR16644685	Reimche2023	tetracycline	0.25	0.25
SRR16644684	Reimche2023	azithromycin	0.25	0.25
SRR16644684	Reimche2023	cefixime	0.015	0.015
SRR16644684	Reimche2023	ceftriaxone	0.015	0.015
SRR16644684	Reimche2023	ciprofloxacin	4	4
SRR16644684	Reimche2023	gentamicin	8	8
SRR16644684	Reimche2023	penicillin	1	1
SRR16644684	Reimche2023	tetracycline	0.5	0.5
SRR16644227	Reimche2023	azithromycin	0.125	0.125
SRR16644227	Reimche2023	cefixime	0.015	0.015
SRR16644227	Reimche2023	ceftriaxone	0.008	0.008
SRR16644227	Reimche2023	ciprofloxacin	0.004	0.004
SRR16644227	Reimche2023	gentamicin	8	8
SRR16644227	Reimche2023	penicillin	0.125	0.125
SRR16644227	Reimche2023	tetracycline	32	32
SRR16644586	Reimche2023	azithromycin	0.125	0.125
SRR16644586	Reimche2023	cefixime	0.03	0.03
SRR16644586	Reimche2023	ceftriaxone	0.015	0.015
SRR16644586	Reimche2023	ciprofloxacin	0.008	0.008
SRR16644586	Reimche2023	gentamicin	8	8
SRR16644586	Reimche2023	penicillin	0.25	0.25
SRR16644586	Reimche2023	tetracycline	32	32
SRR16644582	Reimche2023	azithromycin	0.125	0.125
SRR16644582	Reimche2023	cefixime	0.03	0.03
SRR16644582	Reimche2023	ceftriaxone	0.015	0.015
SRR16644582	Reimche2023	ciprofloxacin	0.008	0.008
SRR16644582	Reimche2023	gentamicin	8	8
SRR16644582	Reimche2023	penicillin	0.125	0.125
SRR16644582	Reimche2023	tetracycline	32	32
SRR16644603	Reimche2023	azithromycin	0.25	0.25
SRR16644603	Reimche2023	cefixime	0.015	0.015
SRR16644603	Reimche2023	ceftriaxone	0.008	0.008
SRR16644603	Reimche2023	ciprofloxacin	0.004	0.004
SRR16644603	Reimche2023	gentamicin	16	16
SRR16644603	Reimche2023	penicillin	0.25	0.25
SRR16644603	Reimche2023	tetracycline	1	1
SRR16644602	Reimche2023	azithromycin	0.25	0.25
SRR16644602	Reimche2023	cefixime	0.004	0.004
SRR16644602	Reimche2023	ceftriaxone	0.002	0.002
SRR16644602	Reimche2023	ciprofloxacin	0.004	0.004
SRR16644602	Reimche2023	gentamicin	4	4
SRR16644602	Reimche2023	penicillin	0.5	0.5
SRR16644602	Reimche2023	tetracycline	1	1
SRR16644102	Reimche2023	azithromycin	0.5	0.5
SRR16644102	Reimche2023	cefixime	0.015	0.015
SRR16644102	Reimche2023	ceftriaxone	0.008	0.008
SRR16644102	Reimche2023	ciprofloxacin	0.004	0.004
SRR16644102	Reimche2023	gentamicin	8	8
SRR16644102	Reimche2023	penicillin	0.25	0.25
SRR16644102	Reimche2023	tetracycline	1	1
SRR16644123	Reimche2023	azithromycin	0.25	0.25
SRR16644123	Reimche2023	cefixime	0.015	0.015
SRR16644123	Reimche2023	ceftriaxone	0.008	0.008
SRR16644123	Reimche2023	ciprofloxacin	0.004	0.004
SRR16644123	Reimche2023	gentamicin	8	8
SRR16644123	Reimche2023	penicillin	0.5	0.5
SRR16644123	Reimche2023	tetracycline	0.25	0.25
SRR16644122	Reimche2023	azithromycin	0.125	0.125
SRR16644122	Reimche2023	cefixime	0.004	0.004
SRR16644122	Reimche2023	ceftriaxone	0.002	0.002
SRR16644122	Reimche2023	ciprofloxacin	0.004	0.004
SRR16644122	Reimche2023	gentamicin	8	8
SRR16644122	Reimche2023	penicillin	0.03	0.03
SRR16644122	Reimche2023	tetracycline	0.5	0.5
SRR16644121	Reimche2023	azithromycin	0.03	0.03
SRR16644121	Reimche2023	cefixime	0.015	0.015
SRR16644121	Reimche2023	ceftriaxone	0.008	0.008
SRR16644121	Reimche2023	ciprofloxacin	4	4
SRR16644121	Reimche2023	gentamicin	8	8
SRR16644121	Reimche2023	penicillin	0.125	0.125
SRR16644121	Reimche2023	tetracycline	1	1
SRR16644120	Reimche2023	azithromycin	0.125	0.125
SRR16644120	Reimche2023	cefixime	0.004	0.004
SRR16644120	Reimche2023	ceftriaxone	0.001	0.001
SRR16644120	Reimche2023	ciprofloxacin	0.004	0.004
SRR16644120	Reimche2023	gentamicin	8	8
SRR16644120	Reimche2023	penicillin	0.03	0.03
SRR16644120	Reimche2023	tetracycline	0.5	0.5
SRR16644313	Reimche2023	azithromycin	0.125	0.125
SRR16644313	Reimche2023	cefixime	0.03	0.03
SRR16644313	Reimche2023	ceftriaxone	0.015	0.015
SRR16644313	Reimche2023	ciprofloxacin	0.002	0.002
SRR16644313	Reimche2023	gentamicin	16	16
SRR16644313	Reimche2023	penicillin	0.25	0.25
SRR16644313	Reimche2023	tetracycline	1	1
SRR16644311	Reimche2023	azithromycin	1	1
SRR16644311	Reimche2023	cefixime	0.015	0.015
SRR16644311	Reimche2023	ceftriaxone	0.008	0.008
SRR16644311	Reimche2023	ciprofloxacin	8	8
SRR16644311	Reimche2023	gentamicin	16	16
SRR16644311	Reimche2023	penicillin	1	1
SRR16644311	Reimche2023	tetracycline	1	1
SRR16644292	Reimche2023	azithromycin	0.25	0.25
SRR16644292	Reimche2023	cefixime	0.015	0.015
SRR16644292	Reimche2023	ceftriaxone	0.008	0.008
SRR16644292	Reimche2023	ciprofloxacin	4	4
SRR16644292	Reimche2023	gentamicin	16	16
SRR16644292	Reimche2023	penicillin	32	32
SRR16644292	Reimche2023	tetracycline	1	1
SRR16644291	Reimche2023	azithromycin	0.125	0.125
SRR16644291	Reimche2023	cefixime	0.03	0.03
SRR16644291	Reimche2023	ceftriaxone	0.015	0.015
SRR16644291	Reimche2023	ciprofloxacin	0.002	0.002
SRR16644291	Reimche2023	gentamicin	16	16
SRR16644291	Reimche2023	penicillin	0.25	0.25
SRR16644291	Reimche2023	tetracycline	1	1
SRR16644290	Reimche2023	azithromycin	0.03	0.03
SRR16644290	Reimche2023	cefixime	0.015	0.015
SRR16644290	Reimche2023	ceftriaxone	0.008	0.008
SRR16644290	Reimche2023	ciprofloxacin	0.5	0.5
